COUNTY,count_1990_,count_1990_H,count_1990_L,count_1990_M,count_1990_VL,count_1991_,count_1991_H,count_1991_L,count_1991_M,count_1991_VL,count_1992_,count_1992_H,count_1992_L,count_1992_M,count_1992_VL,count_1993_,count_1993_H,count_1993_L,count_1993_M,count_1993_VL,count_1994_,count_1994_H,count_1994_L,count_1994_M,count_1994_VL,count_1995_,count_1995_H,count_1995_L,count_1995_M,count_1995_VL,count_1996_,count_1996_H,count_1996_L,count_1996_M,count_1996_VL,count_1997_,count_1997_H,count_1997_L,count_1997_M,count_1997_VL,count_1998_,count_1998_H,count_1998_L,count_1998_M,count_1998_VL,count_1999_,count_1999_H,count_1999_L,count_1999_M,count_1999_VL,count_2000_,count_2000_H,count_2000_L,count_2000_M,count_2000_VL,count_2001_,count_2001_H,count_2001_L,count_2001_M,count_2001_VL,count_2002_,count_2002_H,count_2002_L,count_2002_M,count_2002_VL,count_2003_,count_2003_H,count_2003_L,count_2003_M,count_2003_VL,count_2004_,count_2004_H,count_2004_L,count_2004_M,count_2004_VL,count_2005_,count_2005_H,count_2005_L,count_2005_M,count_2005_VL,count_2006_,count_2006_H,count_2006_L,count_2006_M,count_2006_VL,count_2007_,count_2007_H,count_2007_L,count_2007_M,count_2007_VL,count_2008_,count_2008_H,count_2008_L,count_2008_M,count_2008_VL,count_2009_,count_2009_H,count_2009_L,count_2009_M,count_2009_VL,count_2010_,count_2010_H,count_2010_L,count_2010_M,count_2010_VL,count_2011_,count_2011_H,count_2011_L,count_2011_M,count_2011_VL,count_2012_,count_2012_H,count_2012_L,count_2012_M,count_2012_VL,count_2013_,count_2013_H,count_2013_L,count_2013_M,count_2013_VL,count_2014_,count_2014_H,count_2014_L,count_2014_M,count_2014_VL,count_2015_,count_2015_H,count_2015_L,count_2015_M,count_2015_VL,count_2016_,count_2016_H,count_2016_L,count_2016_M,count_2016_VL,count_2017_,count_2017_H,count_2017_L,count_2017_M,count_2017_VL,count_2018_,count_2018_H,count_2018_L,count_2018_M,count_2018_VL,count_2019_,count_2019_H,count_2019_L,count_2019_M,count_2019_VL,1990_,1990_H,1990_L,1990_M,1990_VL,1991_,1991_H,1991_L,1991_M,1991_VL,1992_,1992_H,1992_L,1992_M,1992_VL,1993_,1993_H,1993_L,1993_M,1993_VL,1994_,1994_H,1994_L,1994_M,1994_VL,1995_,1995_H,1995_L,1995_M,1995_VL,1996_,1996_H,1996_L,1996_M,1996_VL,1997_,1997_H,1997_L,1997_M,1997_VL,1998_,1998_H,1998_L,1998_M,1998_VL,1999_,1999_H,1999_L,1999_M,1999_VL,2000_,2000_H,2000_L,2000_M,2000_VL,2001_,2001_H,2001_L,2001_M,2001_VL,2002_,2002_H,2002_L,2002_M,2002_VL,2003_,2003_H,2003_L,2003_M,2003_VL,2004_,2004_H,2004_L,2004_M,2004_VL,2005_,2005_H,2005_L,2005_M,2005_VL,2006_,2006_H,2006_L,2006_M,2006_VL,2007_,2007_H,2007_L,2007_M,2007_VL,2008_,2008_H,2008_L,2008_M,2008_VL,2009_,2009_H,2009_L,2009_M,2009_VL,2010_,2010_H,2010_L,2010_M,2010_VL,2011_,2011_H,2011_L,2011_M,2011_VL,2012_,2012_H,2012_L,2012_M,2012_VL,2013_,2013_H,2013_L,2013_M,2013_VL,2014_,2014_H,2014_L,2014_M,2014_VL,2015_,2015_H,2015_L,2015_M,2015_VL,2016_,2016_H,2016_L,2016_M,2016_VL,2017_,2017_H,2017_L,2017_M,2017_VL,2018_,2018_H,2018_L,2018_M,2018_VL,2019_,2019_H,2019_L,2019_M,2019_VL
BOYLE,0,3,0,2,0,0,0,0,0,0,0,8,6,4,1,0,8,0,6,0,0,14,1,2,0,0,32,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,8,1,2,0,0,3,0,0,0,0,4,0,0,0,0,11,0,1,0,0,6,1,0,0,0,10,0,2,0,0,0,0,0,0,0,17,0,1,0,0,2,0,2,0,0,6,0,0,0,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,6,0,0,0,0,4,1,2,0,0,70.0,0.0,46.0,0.0,0,0.0,0.0,0.0,0.0,0,128.0,20.5,53.5,1.0,0,75.5,0.0,51.0,0,0,168.0,17.0,45.0,0,0,119.5,26.0,40.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,133.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,41.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,443.0,17.0,0.0,0,0,320.5,20.0,56.5,0.0,0,245.0,0.0,0.0,0,0,890.5,0.0,0.0,0.0,0,720.0,0.0,55.0,0,0,745.5,25.0,0.0,0,0,348.0,0.0,43.0,0.0,0,0.0,0.0,0.0,0.0,0,631.0,0.0,53.0,0,0,151.5,0.0,45.5,0.0,0,443.5,0.0,0.0,0,0,89.0,0.0,39.0,0,0,123.0,29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,255.0,0.0,0.0,0.0,0,95.0,19.0,48.0,0.0
BRACKEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,80.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,455.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,134.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,94.0,0.0,0.0,0.0,0,104.0,0.0,0.0,0,0,114.5,0.0,0.0,0.0,0,64.0,0.0,35.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,177.0,26.0,0.0,0.0,0,96.0,0.0,0.0,0.0
BREATHITT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,27.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,86.0,0.0,0.0,0.0,0,0.0,24.0,0.0,0.0,0,0.0,17.0,38.0,0.0,0,0.0,0.0,0.0,0.0
BRECKINRIDGE,0,0,0,0,0,0,3,0,0,0,0,3,1,2,0,0,3,4,2,0,0,2,0,0,0,0,8,0,6,1,0,16,3,13,0,0,6,3,1,0,0,9,2,1,0,0,1,3,1,2,0,7,1,2,1,0,2,0,3,0,0,9,10,6,1,0,1,0,0,0,0,5,1,1,1,0,11,2,5,1,2,11,3,4,0,0,5,2,8,0,0,5,9,2,0,0,29,7,12,0,1,7,1,8,0,0,12,5,7,0,0,74,11,31,1,0,147,24,121,1,0,50,5,40,0,0,29,3,12,0,0,10,13,19,0,0,8,3,6,0,0,11,0,8,0,0,2,3,3,0,0,0.0,0.0,0.0,0.0,0,107.0,0.0,0.0,0.0,0,106.0,27.0,46.0,0.0,0,139.0,15.0,45.0,0,0,141.0,0.0,0.0,0,0,95.0,0.0,49.5,4.0,0,122.5,29.0,50.0,0,0,90.0,12.0,43.0,0.0,0,78.0,18.5,34.0,0.0,0,201.0,20.0,35.0,8.0,0,114.0,20.0,44.0,4,0,77.5,0.0,37.0,0.0,0,69.0,21.0,41.0,5,0,68.0,0.0,0.0,0,0,142.0,28.0,39.0,4,0,135.0,17.5,50.0,6.0,10,105.0,22.0,35.5,0,0,103.0,25.0,48.0,0.0,0,132.0,26.0,34.0,0,0,93.0,26.0,50.5,0,10,82.0,16.0,47.0,0.0,0,91.0,19.0,45.0,0.0,0,98.5,24.0,44.0,9,0,101.0,23.0,46.0,5.0,0,87.0,27.0,42.0,0,0,120.0,24.0,43.0,0,0,111.0,21.0,47.0,0.0,0,93.5,15.0,40.5,0.0,0,103.0,0.0,48.0,0.0,0,91.0,19.0,38.0,0.0
BULLITT,0,5,0,6,2,0,2,1,3,0,0,6,7,8,1,0,20,7,5,3,0,3,2,0,0,0,15,0,4,0,0,0,4,0,0,0,0,0,0,0,1,15,3,11,1,0,2,2,1,0,0,0,1,0,0,0,8,0,12,0,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,3,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0.0,44.5,8.0,0,114.0,11.0,45.0,0.0,0,83.5,22.0,47.5,6.0,0,110.5,19.0,43.0,6,0,95.0,25.5,0.0,0,0,78.0,0.0,39.0,0.0,0,0.0,19.5,0.0,0,0,0.0,0.0,0.0,0.0,10,80.0,15.0,42.0,7.0,0,73.5,22.5,50.0,0.0,0,0.0,23.0,0.0,0,0,91.0,0.0,43.5,0.0,0,201.0,21.0,46.0,0,0,0.0,17.0,0.0,0,0,0.0,13.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,92.0,26.5,49.5,6.83,0,0.0,0.0,0.0,0,0,138.0,21.0,0.0,0,0,0.0,23.0,47.0,0.0,0,0.0,23.0,41.0,0.0,0,0.0,16.0,33.0,0,0,135.0,0.0,43.0,0.0,0,0.0,0.0,0.0,9,0,0.0,0.0,0.0,0,0,68.5,22.0,42.5,0.0,0,98.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
BUTLER,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,3,0,0,1,2,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,29.0,0.0,0.0,0,0.0,16.0,0.0,0.0,0,0.0,24.0,0.0,0.0,0,88.0,0.0,43.0,0,0,110.0,26.0,0.0,0,0,179.5,0.0,0.0,0.0,0,74.0,0.0,49.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,180.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,0,94.0,0.0,0.0,0,0,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0,0,238.0,0.0,0.0,0.0,0,0.0,23.0,0.0,0,0,0.0,17.0,40.0,0,0,0.0,12.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0,126.0,0.0,0.0,0,10,0.0,0.0,0.0,9.0,0,0.0,26.0,54.0,0,0,104.0,0.0,0.0,0,0,80.5,15.5,60.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0
CALDWELL,0,10,6,7,2,0,8,4,14,0,0,9,3,2,0,0,6,2,5,0,0,2,6,9,1,0,3,6,7,0,0,4,2,6,0,0,4,5,15,1,0,5,2,6,0,0,2,4,6,0,0,0,2,2,1,0,3,1,0,0,0,4,0,4,0,0,0,0,0,0,1,2,4,5,0,3,34,48,33,6,1,28,18,27,7,0,20,52,42,1,0,12,5,10,1,1,30,13,27,1,0,48,7,27,2,0,50,15,45,1,1,99,39,50,2,0,4,1,1,3,0,44,14,16,1,0,0,3,0,1,0,41,32,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.5,20.0,47.0,8.5,0,84.0,28.0,37.5,0.0,0,106.0,20.0,47.0,0.0,0,90.0,26.0,53.0,0,0,62.5,26.0,39.0,3,0,77.0,29.0,37.0,0.0,0,79.5,25.0,47.5,0,0,87.0,24.0,43.0,9.0,0,92.0,23.0,50.5,0.0,0,70.0,23.0,45.0,0.0,0,0.0,20.0,41.0,9,0,310.0,30.0,0.0,0.0,0,111.5,0.0,49.0,0,0,0.0,0.0,0.0,0,10,65.5,23.0,42.0,0,10,105.5,19.5,41.0,7.0,10,71.5,19.0,46.0,8,0,78.0,23.0,39.0,5.0,0,78.0,22.0,43.5,9,10,95.0,21.0,46.0,6,0,93.5,25.0,49.0,8.5,0,96.0,22.0,43.0,9.0,10,101.0,22.0,43.0,6,0,111.0,28.0,34.0,9.0,0,114.5,19.0,39.5,8,0,0.0,19.0,0.0,9,0,99.0,21.5,44.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,0.0,0,0.0,0.0,0.0,0.0
CALLOWAY,0,40,1,9,0,0,13,0,3,0,0,33,6,7,0,0,12,0,9,0,0,2,1,0,0,0,22,0,5,0,0,16,2,10,0,0,17,1,6,0,0,14,0,1,0,0,17,1,7,0,0,5,0,2,0,0,1,0,2,0,0,14,2,4,0,0,9,1,3,0,0,9,5,6,0,0,5,1,8,0,0,4,1,3,0,0,0,5,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,102.0,26.0,54.0,0.0,0,110.0,0.0,51.0,0.0,0,94.0,25.5,45.0,0.0,0,91.0,0.0,46.0,0,0,76.0,19.0,0.0,0,0,104.5,0.0,47.0,0.0,0,83.0,23.0,42.0,0,0,99.0,22.0,46.5,0.0,0,150.0,0.0,57.0,0.0,0,105.0,23.0,51.0,0.0,0,126.0,0.0,51.5,0,0,254.0,0.0,47.0,0.0,0,80.5,19.0,41.0,0,0,80.0,22.0,54.0,0,0,102.0,26.0,49.0,0,0,71.0,23.0,46.0,0.0,0,120.0,20.0,43.0,0,0,0.0,23.0,32.5,0.0,0,368.0,21.0,0.0,0,0,0.0,0.0,40.0,0,0,82.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,80.0,26.0,42.0,0,0,157.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,16.5,0.0,0.0
CAMPBELL,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,3,5,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,14,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,0.0,0,64.0,0.0,0.0,0.0,0,103.0,22.0,48.0,0,0,0.0,0.0,0.0,0,0,145.0,0.0,41.0,0.0,0,120.0,0.0,0.0,0,0,96.0,15.5,41.0,0.0,0,0.0,26.0,39.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,111.0,0.0,58.0,0.0,0,108.0,29.0,43.5,0,0,300.0,0.0,40.0,0,0,0.0,0.0,0.0,0,0,112.0,0.0,0.0,0.0,0,284.0,0.0,0.0,0,0,155.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,82.0,0.0,0.0,0,0,68.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,25.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CARLISLE,0,14,1,6,1,0,19,0,8,0,0,14,1,4,0,0,80,0,18,0,0,3,1,5,0,0,6,0,2,0,0,1,0,3,0,0,1,1,0,0,0,11,0,5,0,0,7,0,4,2,0,13,1,2,0,0,11,0,8,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,6,0,5,0,0,6,0,0,0,0,11,0,2,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,25.0,57.5,3.0,0,97.0,0.0,50.5,0.0,0,88.5,15.0,46.0,0.0,0,117.0,0.0,49.0,0,0,122.0,18.0,54.0,0,0,92.5,0.0,51.5,0.0,0,92.0,0.0,52.0,0,0,123.0,29.0,0.0,0.0,0,127.0,0.0,50.0,0.0,0,96.0,0.0,55.0,8.5,0,115.0,27.0,47.0,0,0,80.0,0.0,49.5,0.0,0,76.0,0.0,34.0,0,0,919.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,25.0,0.0,0,0,0.0,0.0,48.0,0.0,0,106.5,0.0,50.0,0,0,0.0,0.0,40.0,0,0,168.5,0.0,59.0,0.0,0,135.0,0.0,0.0,0.0,0,163.0,0.0,57.0,0,0,172.0,0.0,47.0,0.0,0,199.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,49.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CARROLL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,82.0,0.0,0.0,0.0,0,189.0,0.0,0.0,0,0,480.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,300.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,361.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,228.0,0.0,0.0,0.0,0,103.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,92.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,197.0,0.0,0.0,0.0
CARTER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,104.0,0.0,0.0,0.0,0,100.0,0.0,50.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,205.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,90.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0,0,259.5,0.0,31.0,0.0,0,317.0,0.0,0.0,0,0,122.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0,0,155.0,12.0,47.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,87.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CASEY,0,4,1,0,0,0,7,3,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,1,0,0,4,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,10,1,0,0,0,9,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,5,4,0,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162.5,11.0,0.0,0.0,0,95.0,22.0,55.0,0.0,0,0.0,0.0,0.0,0.0,0,87.0,0.0,46.0,3,0,0.0,0.0,0.0,0,0,243.0,0.0,46.0,0.0,0,82.5,0.0,49.0,0,0,95.0,0.0,0.0,0.0,0,74.0,0.0,49.0,0.0,0,0.0,15.0,50.0,0.0,0,0.0,0.0,0.0,0,10,383.0,0.0,42.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,93.0,0.0,54.0,0,0,133.5,13.0,0.0,0,0,161.0,0.0,42.0,0.0,0,536.0,0.0,0.0,0.0,0,1569.0,16.0,0.0,0,0,110.0,0.0,0.0,0.0,0,162.0,25.0,36.5,0,0,186.0,0.0,35.0,0,0,239.5,30.0,0.0,0.0,0,201.0,0.0,40.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
CHRISTIAN,1,22,2,9,0,0,13,2,2,0,0,31,25,18,0,0,11,0,4,0,1,7,1,1,0,0,11,6,3,0,0,15,2,6,0,0,43,14,24,0,0,27,12,19,0,0,7,0,3,0,0,0,0,0,0,0,4,3,4,0,0,2,0,1,0,0,1,1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,1,0,0,0,0,2,0,0,0,14,0,1,0,0,2,2,0,0,0,7,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,13,2,8,0,0,0,0,0,0,0,8,2,2,0,0,3,0,0,0,10,102.0,19.5,41.0,0.0,0,110.0,23.5,38.5,0.0,0,113.0,22.0,41.5,0.0,0,98.0,0.0,41.5,0,10,77.0,13.0,40.0,0,0,113.0,19.5,44.0,0.0,0,106.0,25.5,48.5,0,0,88.0,21.0,42.5,0.0,0,77.0,23.0,44.0,0.0,0,84.0,0.0,47.0,0.0,0,0.0,0.0,0.0,0,0,217.5,23.0,43.0,0.0,0,106.5,0.0,44.0,0,0,155.0,30.0,43.0,0,0,163.5,0.0,42.0,3,0,180.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,78.5,26.0,53.0,5.0,0,0.0,19.0,0.0,0,0,0.0,22.0,0.0,0,0,171.5,0.0,50.0,0.0,0,127.0,19.0,0.0,0.0,0,152.0,0.0,51.0,0,0,146.0,0.0,0.0,0.0,0,0.0,15.5,40.0,0,0,0.0,0.0,0.0,0,0,113.0,19.0,44.5,0.0,0,0.0,0.0,0.0,0.0,0,499.5,20.0,42.0,0.0,0,107.0,0.0,0.0,0.0
